Brand,Series,Weight,Display Size,Pixel Density,Display Touchscreen,Graphic Processor,RAM Capacity,RAM Type,SSD Capacity,OS,Processor_Brand,Price (Rs),Processor_Series,Graphics Memory
Lenovo,E41,1.59,14.0,112.0,0,amd radeon,4,ddr4,256,win 10,amd,17990.0,dual core,0
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,amd,60900.0,ryzen 5,4
Lenovo,legion,2.3,15.6,141.0,0,nvidia geforce gtx 1650,16,ddr4,512,win 10,intel,86690.0,i7,4
Lenovo,ideapad,2.1,15.6,141.0,0,intel hd 620,4,ddr4,256,win 10,intel,27990.0,i3,0
Asus,zenbook,0.99,13.3,166.0,0,intel uhd 620,8,ddr4,256,win 10,intel,59990.0,i5,0
Lenovo,ideapad,1.62,15.6,141.0,0,intel uhd,16,lpddr5,512,win 11,intel,50990.0,i5,0
MSI,Pulse,2.25,15.6,188.0,0,nvidia geforce rtx 3070,16,ddr4,1024,win 10,intel,132990.0,i7,8
Asus,vivobook,2.3,17.3,127.0,0,intel iris xe,16,ddr4,256,win 11,intel,53990.0,i5,0
Asus,tuf,2.6,17.3,127.0,0,nvidia geforce rtx 3050,16,ddr5,1024,win 11,intel,98999.0,i7,4
MSI,gf63,1.86,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr4,256,win 11,intel,87056.0,i5,6
Lenovo,ideapad,1.37,14.0,157.0,0,intel uhd,8,lpddr5,512,win 11,intel,45990.0,i3,0
Avita,liber,1.25,14.0,157.0,0,intel uhd,16,ddr4,1024,win 10,intel,39990.0,i7,0
Apple,macbook,1.37,13.3,227.0,0,intel iris plus 655,8,lpddr3,256,mac os,intel,112040.0,i5,0
HP,15,1.59,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,43750.0,i3,0
Asus,vivobook,1.8,15.6,100.0,0,intel uhd 600,4,ddr4,256,win 10,intel,28990.0,celeron,0
Lenovo,ideapad,1.41,14.0,157.0,0,intel uhd,8,ddr4,256,win 10,intel,34990.0,i3,0
MSI,Modern,1.3,14.0,157.0,0,intel uhd,8,ddr4,512,win 10,intel,46990.0,i5,0
Lenovo,ideapad,1.39,14.0,157.0,0,intel iris xe,8,ddr4,512,win 10,intel,58990.0,i5,0
HP,15,1.6,15.6,141.0,0,intel integrated,8,ddr4,512,win 11,intel,35490.0,i3,0
HP,255,2.0,15.6,100.0,0,amd radeon,8,ddr4,512,win 11,amd,29990.0,dual core,0
Lenovo,ideapad,2.2,15.6,141.0,0,intel hd 520,4,ddr3,256,win 10,intel,40190.0,i3,0
Zebronics,pro,1.76,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,31990.0,i3,0
Acer,nitro,2.3,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,256,win 10,amd,79990.0,octa core,4
HP,15q,1.86,15.6,100.0,0,amd radeon 520,4,ddr4,256,dos,intel,42890.0,i5,2
Dell,inspiron,1.64,15.6,141.0,0,amd radeon vega,8,ddr4,512,win 10,amd,59790.0,ryzen 5,0
Dell,vostro,1.58,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,44348.0,i3,0
HP,pavilion,1.59,14.0,157.0,1,intel uhd 620,4,ddr4,256,win 10,intel,45990.0,i3,0
LG,gram,0.95,14.0,157.0,0,intel uhd 620,8,ddr4,256,win 10,intel,52990.0,i5,0
HP,15q,1.86,15.6,100.0,0,amd radeon r2,4,ddr3,256,win 10,amd,24335.0,dual core,0
Lenovo,ideapad,1.75,15.6,100.0,0,amd radeon r2,4,ddr4,256,dos,amd,21190.0,dual core,0
Lenovo,E41,2.26,14.0,157.0,0,amd radeon graphics,4,ddr4,256,dos,amd,24050.0,athlon,0
Acer,aspire,2.4,15.6,100.0,0,intel uhd 620,4,ddr4,256,win 10,intel,27990.0,i3,0
HP,pavilion,1.41,14.0,157.0,1,intel integrated,16,ddr4,1024,win 11,intel,75582.0,i5,0
Asus,a,2.3,15.6,100.0,0,amd radeon r5,4,ddr4,256,win 10,amd,28990.0,dual core,0
Lenovo,ideapad,2.2,14.0,112.0,0,intel hd 620,4,ddr4,256,dos,intel,24990.0,i3,0
Acer,predator,2.6,15.6,188.0,0,nvidia geforce rtx 3060,16,ddr5,1024,win 11,intel,139999.0,i9,6
Dell,inspiron,1.65,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,50990.0,i5,0
Lenovo,V15,1.7,15.6,141.0,0,intel uhd,8,ddr4,256,win 11,intel,40890.0,i3,0
Dell,inspiron,1.83,15.6,141.0,0,intel iris xe,4,ddr4,256,win 10,intel,56490.0,i5,0
Dell,inspiron,2.2,15.6,100.0,0,amd radeon vega 3,4,ddr4,256,win 10,amd,29590.0,dual core,0
Acer,aspire,1.55,14.0,157.0,0,intel iris xe,8,ddr4,512,win 10,intel,43990.0,i5,0
Dell,inspiron,1.83,15.6,141.0,0,nvidia geforce mx330,8,ddr4,256,win 10,intel,58999.0,i5,2
HP,15,1.77,15.6,141.0,0,intel hd 620,4,ddr4,256,win 10,intel,28490.0,i3,0
Samsung,galaxy,1.81,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,62990.0,i7,0
Asus,vivobook,1.9,15.6,100.0,0,intel uhd 600,4,ddr4,256,win 10,intel,23990.0,celeron,0
Dell,inspiron,1.8,15.6,141.0,0,intel uhd,8,ddr4,256,win 10,intel,43146.0,i3,0
Asus,vivobook,1.3,14.0,157.0,0,intel uhd 620,8,ddr4,128,win 10,intel,51990.0,i5,0
Lenovo,ideapad,2.2,15.6,100.0,0,nvidia geforce 940mx,4,ddr4,256,win 10,intel,44990.0,i5,2
Asus,tuf,2.3,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,1024,win 11,intel,58990.0,i5,4
Zebronics,pro,1.76,15.6,141.0,0,intel iris xe,16,ddr4,1024,win 11,intel,52990.0,i7,0
Zebronics,pro,1.76,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,41990.0,i7,0
Asus,vivobook,1.6,14.1,156.0,0,intel uhd graphics,8,ddr4,512,win 11,intel,32356.0,i3,0
Dell,inspiron,1.65,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,46990.0,i5,0
Lenovo,V14,1.5,14.0,157.0,0,intel integrated,4,ddr4,256,win 11,intel,25999.0,celeron,0
Asus,vivobook,1.43,14.0,157.0,0,intel uhd 620,8,ddr4,128,win 10,intel,64490.0,i5,0
HP,pavilion,2.23,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,intel,65990.0,i5,4
Acer,extensa,1.7,15.6,141.0,0,intel uhd,4,ddr4,256,win 11,intel,27990.0,i3,0
Dell,vostro,1.59,14.0,157.0,0,intel integrated uhd,8,lpddr4,256,win 11,intel,40555.0,i3,0
Acer,aspire,1.7,15.6,141.0,0,intel uhd,8,ddr4,256,win 11,intel,31990.0,i3,0
Dell,inspiron,1.71,15.6,141.0,0,nvidia geforce mx330,8,ddr4,512,win 10,intel,65990.0,i5,2
HP,15,1.77,15.6,100.0,0,intel hd 620,4,ddr4,256,dos,intel,35190.0,i3,0
Acer,aspire,2.1,15.6,100.0,0,intel hd 505,4,ddr3,256,linux,intel,24990.0,pentium,0
Asus,eeebook,1.3,14.0,112.0,0,intel integrated,8,ddr4,256,win 11,intel,25990.0,pentium,0
HP,envy,1.32,13.4,169.0,1,intel iris xe,16,lpddr4x,512,win 11,intel,81990.0,i5,0
Dell,inspiron,1.85,15.6,141.0,0,amd radeon,8,ddr4,256,win 10,amd,34999.0,dual core,0
Lenovo,V145,2.1,15.6,100.0,0,amd radeon,4,ddr4,256,win 10,amd,25999.0,dual core,0
Lenovo,ideapad,1.85,15.6,141.0,0,amd radeon vega 8,8,ddr4,512,win 10,amd,48890.0,quad core,0
Asus,vivobook,3.2,16.0,138.0,0,amd radeon,16,ddr4,512,win 11,amd,51990.0,ryzen 5,0
MSI,gp66,2.38,15.6,188.0,0,nvidia geforce rtx 3070,16,ddr4,1024,win 10,intel,129990.0,i7,8
Microsoft,Surface,1.27,13.5,201.0,1,intel iris plus,8,lpddr4x,128,win 10,intel,100690.0,i5,0
Apple,macbook,2.1,16.2,254.0,0,apple m1,16,ddr5,512,mac os,apple,227990.0,m1 pro,0
HP,15s,1.76,15.6,141.0,0,intel uhd,8,ddr4,512,win 10,intel,50176.0,i5,0
Dell,G15,2.57,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,88990.0,i5,4
Infinix,INBook,1.24,14.0,157.0,0,intel uhd,16,lpddr4x,512,win 11,intel,42990.0,i7,128
Lenovo,yoga,1.3,14.0,243.0,0,intel iris xe,16,lpddr4x,512,win 11,intel,56890.0,i5,0
Lenovo,ideapad,1.41,14.0,157.0,0,intel iris xe graphics,16,ddr4,512,win 11,intel,55990.0,i5,0
MSI,A4DDR,1.96,15.6,141.0,0,amd rx5500m,8,ddr4,512,win 10,amd,87490.0,octa core,4
Acer,aspire,1.59,15.6,141.0,0,intel uhd,8,lpddr4,512,win 11,intel,30690.0,i3,0
Lenovo,ideapad,2.25,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,amd,72990.0,octa core,4
HP,pavilion,1.51,14.0,157.0,1,intel iris xe,16,ddr4,512,win 11,intel,70790.0,i5,0
HP,14s,1.46,14.0,157.0,0,intel uhd,8,ddr4,512,win 10,intel,45990.0,i3,0
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,amd,49900.0,quad core,4
HP,pavilion,1.58,14.0,157.0,1,nvidia geforce mx130,8,ddr4,256,win 10,intel,81794.0,i5,2
Dell,inspiron,1.85,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,47990.0,i5,0
HP,pavilion,1.6,13.3,166.0,1,intel hd 620,4,ddr4,256,win 10,intel,52188.0,i3,0
Asus,vivobook,1.8,16.0,138.0,0,amd radeon vega 7,16,ddr4,512,win 11,amd,54490.0,octa core,0
HP,15q,1.86,15.6,141.0,0,amd radeon r5,4,ddr4,256,win 10,amd,27999.0,dual core,0
Lenovo,ideapad,1.5,14.0,157.0,1,intel uhd,8,ddr4,512,win 10,intel,52990.0,i3,0
HP,pavilion,1.58,13.3,170.0,0,amd radeon,16,ddr5,512,win 11,amd,71990.0,ryzen 5,0
HP,pavilion,1.58,13.3,170.0,0,amd radeon,16,ddr5,512,win 11,amd,70990.0,ryzen 5,0
Asus,vivobook,1.7,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,32780.0,i3,0
Apple,macbook,1.37,13.3,227.0,0,intel iris plus graphics 655,8,lpddr3,256,mac os,intel,126990.0,i5,0
Acer,spin,1.5,11.6,190.0,1,intel hd 505,4,ddr3,256,win 10,intel,29721.0,pentium,0
HP,pavilion,1.51,14.0,157.0,1,intel uma,8,ddr4,512,win 11,intel,53890.0,i3,0
Asus,vivobook,1.5,14.0,157.0,1,intel iris xe,8,lpddr4x,512,win 11,intel,46990.0,i5,0
Tecno,MEGABOOK,1.48,15.6,141.0,0,intel iris xe,16,lpddr4,1024,win 11,intel,57999.0,i7,0
Lenovo,ideapad,1.46,14.0,162.0,0,intel uhd,16,lpddr5,512,win 11,intel,58190.0,i5,0
Lenovo,ideapad,2.2,15.6,141.0,0,intel hd 620,8,ddr4,512,dos,intel,32990.0,i3,0
MSI,crosshair,2.3,15.6,188.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 11,intel,109990.0,i7,6
Apple,macbook,1.37,13.3,227.0,0,intel iris plus graphics 655,8,lpddr3,256,mac os,intel,143990.0,i5,0
Lenovo,loq,2.4,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,512,win 11,intel,85990.0,i5,8
HP,15s,1.7,15.6,100.0,0,intel uhd,8,ddr4,512,win 11,intel,33400.0,i3,0
Dell,inspiron,1.46,14.0,157.0,0,intel integrated,16,ddr4,512,win 11,intel,67390.0,i5,0
Acer,nitro,1.75,15.6,141.0,0,nvidia geforce gtx 1660 ti,8,ddr4,256,win 10,intel,74990.0,i5,6
Acer,aspire,2.1,15.6,141.0,0,intel uhd 620,4,ddr4,256,win 10,intel,35990.0,i5,0
HP,15,1.59,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,50596.0,i5,0
HP,15,1.59,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,53300.0,i5,0
Dell,inspiron,2.2,15.6,100.0,0,amd radeon r4,4,ddr4,256,win 10,amd,25985.0,dual core,0
Dell,inspiron,1.8,15.6,141.0,0,intel integrated,8,ddr4,512,win 11,amd,50490.0,quad core,0
Dell,inspiron,1.83,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,42629.0,i3,0
Asus,rog,2.5,17.3,127.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,amd,110064.0,octa core,4
Asus,vivobook,1.6,14.0,157.0,0,intel integrated,8,ddr4,512,win 11,intel,33990.0,i3,0
Acer,predator,2.3,15.6,188.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 11,intel,119990.0,i9,6
Lenovo,V15,1.7,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,32999.0,quad core,0
Dell,inspiron,1.85,15.6,141.0,0,intel uma,16,ddr4,512,win 11,intel,70373.0,i5,0
Asus,vivobook,1.6,14.1,111.0,0,intel uhd,8,ddr4,256,win 11,intel,31390.0,i3,0
MSI,gf63,1.86,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,256,win 11,intel,68222.0,i5,4
Asus,vivobook,1.4,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,37999.0,i3,0
Apple,macbook,2.0,16.0,226.0,0,amd radeon pro 5500m,16,ddr4,1024,mac os,intel,215990.0,i7,4
HP,pavilion,2.28,15.6,141.0,0,nvidia geforce gtx 1050,8,ddr4,256,win 10,intel,77540.0,i5,4
Asus,rog,2.5,17.3,127.0,0,nvidia geforce rtx 3050,8,ddr5,512,win 11,amd,102990.0,octa core,4
Asus,vivobook,1.5,14.0,243.0,0,intel iris xe,16,ddr4,512,win 11,intel,80990.0,i7,0
Lenovo,thinkpad,1.59,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,69250.0,i5,0
Asus,vivobook,1.8,14.0,105.0,0,intel uhd,8,ddr4,256,win 10,intel,27990.0,i3,0
Lenovo,ideapad,1.25,11.6,135.0,1,intel uhd,4,lpddr4x,128,chorme os,intel,28490.0,celeron,0
Microsoft,Surface,0.77,12.3,267.0,1,intel uhd,4,lpddr4x,128,win 10,intel,69990.0,i3,0
Asus,vivobook,1.4,14.0,243.0,0,amd radeon,16,ddr4,512,win 11,amd,69990.0,octa core,0
HP,pavilion,2.04,15.6,141.0,0,nvidia geforce 940mx,4,ddr4,128,win 10,intel,61290.0,i5,4
HP,pavilion,1.41,14.0,157.0,0,nvidia geforce mx450,16,ddr4,512,win 10,amd,55946.0,ryzen 5,2
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,intel,94790.0,i5,4
Lenovo,loq,2.4,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,amd,92990.0,octa core,6
Lenovo,ideapad,1.85,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,42990.0,i5,0
Xiaomi,Notebook,1.4,14.0,216.0,0,intel uhd,16,lpddr5,512,win 11,intel,77752.0,i5,0
Asus,vivobook,1.63,15.6,141.0,0,amd radeon,16,lpddr5,512,win 11,amd,47990.0,quad core,0
Asus,zenbook,1.6,14.0,157.0,0,nvidia geforce mx250,8,lpddr3,512,win 10,intel,69990.0,i5,2
HP,15,2.08,15.6,100.0,0,amd radeon r4,4,ddr4,256,win 10,amd,49000.0,dual core,0
Asus,vivobook,1.6,14.0,157.0,0,intel uhd 620,8,ddr4,512,win 10,intel,46833.0,i5,0
Lenovo,thinkpad,1.69,14.0,157.0,0,intel uhd,8,ddr4,512,win 10,intel,58990.0,i5,0
Asus,rog,1.7,14.0,210.0,0,nvidia geforce rtx 2060 with max-q design,32,ddr4,1024,win 10,amd,199990.0,octa core,6
Dell,inspiron,2.2,15.6,141.0,0,intel uhd,8,ddr4,512,win 10,intel,59900.0,i5,0
Asus,x507,1.68,15.6,141.0,0,nvidia geforce mx110,4,ddr4,256,win 10,intel,29990.0,i3,2
Asus,zenbook,1.48,14.0,157.0,0,nvidia geforce mx250,8,lpddr3,512,win 10,intel,59990.0,i5,2
HP,15,2.1,15.6,100.0,0,amd radeon r4,4,ddr4,256,dos,amd,21490.0,dual core,0
LG,gram,1.12,15.6,141.0,0,intel iris plus,8,ddr4,256,win 10,intel,39990.0,i5,0
Asus,x507,1.68,15.6,141.0,0,nvidia geforce mx110,8,ddr4,512,win 10,intel,35000.0,i3,2
HP,omen,2.24,15.6,141.0,0,nvidia geforce gtx 1660 ti,16,ddr4,512,win 10,intel,165999.0,i7,6
Acer,aspire,1.75,14.0,112.0,0,intel uhd,4,ddr4,256,win 11,intel,24990.0,celeron,0
HP,245,1.52,14.0,112.0,0,amd radeon vega 6,4,ddr4,256,dos,amd,32999.0,dual core,0
Lenovo,ideapad,2.3,15.6,100.0,0,amd radeon r5 m330,4,ddr3,256,dos,intel,38965.0,i5,2
Dell,inspiron,2.4,15.6,141.0,0,nvidia geforce gtx 1050ti,8,ddr4,128,win 10,intel,89990.0,i7,4
Acer,aspire,1.54,14.0,162.0,1,intel uhd,8,lpddr5,512,win 11,intel,44999.0,i3,0
Asus,rog,2.4,17.3,127.0,0,nvidia geforce rtx 3070,16,ddr4,1024,win 10,amd,174990.0,octa core,8
Asus,tuf,2.3,15.6,141.0,0,nvidia geforce gtx 1660 ti,8,ddr4,1024,win 10,amd,128000.0,octa core,6
HP,omen,2.2,15.6,141.0,0,nvidia geforce gtx 1050,16,ddr4,128,win 10,intel,99852.0,i5,4
Asus,rog,1.7,14.0,210.0,0,nvidia geforce rtx 2060 with max-q design,16,ddr4,1024,win 10,amd,148949.0,octa core,6
HP,15,1.86,15.6,100.0,0,amd radeon 530,4,ddr4,256,win 10,amd,36990.0,quad core,2
Lenovo,thinkpad,1.7,15.0,147.0,0,intel uhd,8,ddr4,256,win 10,intel,47990.0,i3,0
Asus,vivobook,1.7,15.6,141.0,0,intel uhd 620,4,ddr4,256,win 10,intel,30990.0,i3,0
Lenovo,ideapad,1.75,13.3,166.0,1,intel hd 620,8,ddr4,512,win 10,intel,153002.0,i7,0
HP,pavilion,2.2,15.6,100.0,0,intel hd 5500,4,ddr3,256,other,intel,33890.0,i3,0
Asus,vivobook,1.9,16.0,142.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,88990.0,i9,4
HP,15,1.77,15.6,141.0,0,intel uhd 620,4,ddr4,256,win 10,intel,35176.0,i3,0
Dell,inspiron,1.23,13.3,166.0,0,intel iris xe,8,lpddr4x,1024,win 10,intel,78190.0,i5,0
Lenovo,ideapad,2.2,15.6,100.0,0,intel hd 620,4,ddr4,256,dos,intel,25990.0,i3,0
Asus,vivobook,1.9,15.6,141.0,0,intel hd 520,4,ddr4,256,win 10,intel,28999.0,i3,0
HP,pavilion,1.75,15.6,141.0,1,amd radeon,16,ddr4,512,win 10,amd,107731.0,octa core,0
Acer,aspire,1.65,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,38990.0,i3,0
Asus,vivobook,1.8,15.6,141.0,0,intel uhd,8,ddr4,256,win 10,intel,44990.0,i3,0
Lenovo,ideapad,1.85,15.6,141.0,0,intel uhd,8,ddr4,256,win 10,intel,40990.0,i5,0
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce mx330,8,ddr4,512,win 10,intel,49990.0,i5,2
HP,15q,1.86,15.6,100.0,0,intel hd 620,4,ddr4,256,dos,intel,27990.0,i3,0
HP,pavilion,1.75,15.6,141.0,0,nvidia geforce mx450,16,ddr4,512,win 11,intel,69990.0,i5,2
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 2060,16,ddr4,1024,win 10,amd,99900.0,quad core,6
Asus,vivobook,1.9,15.6,141.0,0,intel hd 620,4,ddr4,512,win 10,intel,31990.0,i3,0
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce gtx 1650 ti,8,ddr4,256,win 10,intel,109990.0,i5,4
HP,omen,1.75,17.3,127.0,0,nvidia geforce gtx 1070,16,ddr4,256,win 10,intel,169990.0,i7,8
HP,spectre,1.34,13.5,171.0,1,intel iris xe,16,lpddr4x,512,win 10,intel,101680.0,i5,0
MSI,gf63,1.8,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,53990.0,i5,4
Dell,xps,2.2,13.3,166.0,0,intel uhd 620,8,lpddr3,256,win 10,intel,75994.0,i5,0
HP,pavilion,1.52,14.0,157.0,1,intel iris xe,16,ddr4,512,win 11,intel,73999.0,i5,0
Asus,vivobook,1.75,15.6,141.0,0,nvidia geforce mx250,8,ddr4,256,win 10,intel,65287.0,i5,2
MSI,GE66,2.38,15.6,188.0,0,nvidia geforce rtx 3070,16,ddr4,1024,win 10,intel,199990.0,i7,8
Asus,vivobook,1.75,15.6,141.0,0,nvidia geforce mx250,8,ddr4,256,win 10,intel,69437.0,i7,2
Asus,vivobook,1.8,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,78990.0,i7,0
HP,envy,1.32,13.3,166.0,1,intel iris xe,16,ddr4,512,win 10,intel,101680.0,i7,0
Asus,vivobook,1.9,15.6,141.0,0,amd radeon,4,ddr4,256,win 10,amd,37590.0,dual core,0
Asus,vivobook,1.7,15.6,141.0,0,intel iris xe,8,ddr4,512,win 10,intel,63700.0,i5,0
HP,14,1.46,14.0,157.0,0,intel uhd,8,ddr4,256,win 10,intel,93094.0,i5,0
Asus,vivobook,1.9,15.6,141.0,0,intel uhd,8,ddr4,512,win 10,intel,45190.0,i5,0
Asus,zenbook,1.14,13.3,166.0,0,intel iris xe,16,lpddr4x,512,win 10,intel,81990.0,i5,0
HP,pavilion,2.2,15.6,100.0,0,nvidia geforce 830m,4,ddr3,256,other,intel,44190.0,i3,2
Dell,vostro,1.59,14.0,157.0,0,intel integrated,8,ddr4,512,win 11,intel,56990.0,i5,0
Dell,inspiron,1.24,14.5,208.0,0,nvidia geforce mx350,8,lpddr4,512,win 10,intel,73690.0,i5,2
HP,240,1.8,14.0,112.0,0,intel hd 620,4,ddr4,256,dos,intel,28750.0,i3,0
HP,14,1.25,14.0,157.0,0,qualcomm adreno 618 gpu,8,lpddr4x,512,win 11,qualcomm,28890.0,snapdragon,0
Lenovo,ideapad,1.87,15.6,141.0,0,amd radeon 535,8,ddr4,512,win 10,intel,45990.0,i3,2
Lenovo,legion,2.3,16.0,189.0,0,nvidia geforce rtx 3070,32,ddr4,1024,win 11,intel,129990.0,i7,8
Asus,a,2.3,15.6,100.0,0,intel hd 4400,4,ddr3,256,win 10,intel,24900.0,i3,0
Lenovo,thinkbook,1.26,13.0,232.0,0,intel iris xe,16,lpddr4,1024,win 10,intel,72990.0,i5,0
Lenovo,ideapad,0.62,10.1,149.0,1,intel uhd 600,4,lpddr4,128,win 10,intel,21994.0,celeron,0
Lenovo,ideapad,1.8,15.6,141.0,0,nvidia geforce mx250,8,ddr4,256,win 10,intel,111890.0,i7,2
Asus,vivobook,1.7,15.6,141.0,0,intel iris xe,16,ddr4,256,win 10,intel,72600.0,i5,0
HP,envy,2.14,15.6,282.0,0,intel uhd,16,ddr4,1024,win 10,intel,161500.0,i7,0
Lenovo,ideapad,1.6,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,39990.0,i3,0
Asus,rog,2.1,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,1024,win 11,amd,89990.0,octa core,4
Lenovo,ideapad,1.85,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,37990.0,i3,0
MSI,GE63,2.4,15.6,141.0,0,nvidia geforce rtx 2070,16,ddr4,512,win 10,intel,189990.0,i7,8
Lenovo,thinkpad,1.7,15.6,141.0,0,intel uhd,4,ddr4,256,dos,intel,48300.0,i3,0
Asus,vivobook,1.2,14.0,157.0,0,intel uhd 620,8,ddr4,512,win 10,intel,64990.0,i7,0
Lenovo,ideapad,2.25,15.6,141.0,0,nvidia geforce gtx 1650,16,ddr4,512,win 11,amd,75500.0,octa core,4
Asus,vivobook,1.75,15.6,141.0,0,intel uhd,8,ddr4,256,win 10,intel,42262.0,i3,0
Asus,vivobook,1.7,15.6,141.0,0,intel hd 620,4,ddr4,256,win 10,intel,33990.0,i3,0
Huawei,matebook,1.53,15.6,141.0,0,amd radeon vega 8,8,ddr4,256,win 10,amd,78890.0,quad core,0
Dell,inspiron,1.86,14.0,157.0,1,intel uhd,8,ddr4,512,win 10,intel,71500.0,i5,0
Asus,tuf,2.3,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,512,win 10,amd,119990.0,octa core,6
HP,pavilion,2.35,16.1,137.0,0,nvidia geforce gtx 1650 ti,16,ddr4,256,win 10,intel,95490.0,i7,4
Asus,vivobook,1.9,15.6,100.0,1,intel uhd 600,4,ddr4,256,win 10,intel,27990.0,celeron,0
Lenovo,thinkpad,1.7,15.6,141.0,0,intel uhd,16,ddr4,512,win 10,intel,79999.0,i5,0
HP,pavilion,1.63,14.0,157.0,1,intel uhd 620,8,ddr4,512,win 10,intel,65990.0,i5,0
Asus,a,2.3,15.6,100.0,0,nvidia geforce 930m,8,ddr3,512,win 10,intel,27500.0,i3,2
Lenovo,thinkpad,1.69,14.0,157.0,0,amd radeon,8,ddr4,256,win 10,amd,44990.0,quad core,0
Lenovo,V145,2.1,15.6,100.0,0,amd radeon,4,ddr4,256,dos,amd,26800.0,dual core,0
Lenovo,ideapad,1.8,14.0,157.0,0,intel hd 5500,8,ddr3,512,other,intel,72890.0,i7,0
Dell,vostro,1.69,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,44590.0,i3,0
Acer,travelmate,1.65,14.0,157.0,0,intel uhd,8,ddr4,512,win 10,intel,30990.0,i3,0
HP,255,1.7,15.6,100.0,0,amd radeon graphics,4,ddr4,256,dos,amd,25999.0,athlon,0
Dell,xps,1.75,13.3,166.0,1,intel uhd,8,lpddr3,512,win 10,intel,64999.0,i5,0
Asus,f560,1.82,15.6,141.0,0,nvidia geforce gtx 1050,8,ddr4,512,win 10,intel,52990.0,i5,4
HP,chromebook,1.65,14.0,157.0,1,intel uhd,8,ddr4,128,chorme os,intel,63990.0,i5,0
HP,pavilion,1.59,14.0,157.0,1,nvidia geforce mx130,4,ddr4,256,win 10,intel,59878.0,i3,2
Asus,vivobook,2.3,17.3,127.0,0,intel iris xe,16,ddr4,256,win 10,intel,51990.0,i5,0
Asus,vivobook,1.63,15.6,141.0,0,amd radeon,16,ddr5,512,win 11,amd,50890.0,quad core,0
Lenovo,yoga,1.7,14.0,157.0,1,nvidia geforce gt 940mx,8,ddr4,512,win 10,intel,66990.0,i5,2
Asus,vivobook,1.63,15.6,141.0,0,amd radeon,16,ddr5,512,win 11,amd,50990.0,quad core,0
Dell,vostro,1.59,14.0,157.0,0,amd vega,8,ddr4,256,win 11,amd,34990.0,quad core,0
HP,pavilion,1.58,13.3,170.0,0,amd radeon,16,ddr5,1024,win 11,amd,91616.0,octa core,0
Asus,zenbook,1.11,13.3,166.0,0,intel iris plus,16,ddr4,1024,win 10,intel,89990.0,i7,0
Acer,aspire,1.7,15.6,141.0,0,nvidia geforce mx350,8,ddr4,128,win 10,intel,57990.0,i5,2
Lenovo,ideapad,2.4,15.6,100.0,0,intel hd 520,4,ddr4,256,win 10,intel,28999.0,i3,0
Asus,eeebook,1.05,11.6,135.0,0,intel uhd 600,4,ddr4,128,win 10,intel,26990.0,celeron,0
